Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance cycling(mi),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2020-01-01,400.887,,,,3.957,,11.000,61.797,,,10153.000,
2020-01-02,478.904,,,,3.651,,9.000,62.623,,,9647.000,
2020-01-03,264.575,,,,2.151,,1.000,51.582,,,4975.000,
2020-01-04,378.861,,,,1.827,,10.000,50.871,,,4120.000,
2020-01-05,550.222,,,,4.106,,27.000,57.118,,,8875.000,
2020-01-06,954.741,,,,3.639,,14.000,55.190,,,9206.000,
2020-01-07,597.062,,,,2.949,,7.000,55.627,,,7172.000,
2020-01-08,1376.283,,,,4.384,,10.000,53.495,,,10982.000,
2020-01-09,737.510,,,,6.346,,19.000,56.801,,,14800.000,
2020-01-10,463.236,,,,1.406,,12.000,54.829,,,2986.000,
2020-01-11,466.546,,,,2.019,,15.000,55.944,,,4486.000,
2020-01-12,590.221,,,,4.106,,9.000,60.989,,,9326.000,
2020-01-13,1080.127,,,,3.696,,4.000,50.227,,,9033.000,
2020-01-14,732.419,,,,3.674,,9.000,52.785,,,9265.000,
2020-01-15,753.872,,,,5.357,,19.000,56.127,,,12953.000,
2020-01-16,843.690,,,,3.313,,3.000,54.044,,,7947.000,
2020-01-17,790.323,,,,3.039,,14.000,53.289,,,7014.000,
2020-01-18,381.466,,,,2.307,,10.000,64.220,,,5110.000,
2020-01-19,564.707,,,,3.306,,9.000,52.366,,,7440.000,
2020-01-20,825.716,,,5.970,4.871,,13.000,53.484,,,11247.000,
2020-01-21,478.573,,,,2.966,,14.000,54.655,,,7177.000,
2020-01-22,475.142,,,,1.997,,3.000,52.559,,,4721.000,
2020-01-23,408.573,,,,2.546,,10.000,49.486,,,6099.000,
2020-01-24,451.809,,,,4.032,,25.000,53.684,,,9311.000,
2020-01-25,542.048,,,,1.948,,25.000,54.316,,,4203.000,
2020-01-26,426.121,,,,0.637,,5.000,53.834,,,1557.000,
2020-01-27,944.997,,,,3.597,,4.000,50.753,,,8657.000,
2020-01-28,471.617,,,,2.965,,9.000,54.039,,,7223.000,
2020-01-29,611.756,,,,2.769,,8.000,51.099,,,6718.000,
2020-01-30,631.580,8.000,826.994,,5.315,35.000,13.000,58.072,62.000,,11879.000,122.000
2020-01-31,1205.633,2.000,1741.413,,4.541,23.000,14.000,59.644,,,9382.000,
2020-02-01,614.078,10.000,1798.969,,3.870,8.000,13.000,58.229,57.000,60.000,8167.850,98.000
2020-02-02,364.476,12.000,1822.550,,1.241,10.000,5.000,57.972,58.000,57.000,2949.069,
2020-02-03,731.146,14.000,1859.469,,5.372,52.000,25.000,58.368,59.000,192.000,12961.521,97.000
2020-02-04,831.023,13.000,1828.495,,4.632,29.000,13.000,57.681,55.000,137.000,10508.888,101.000
2020-02-05,614.699,15.000,1877.082,,3.751,24.000,5.000,60.868,58.000,147.000,8744.975,88.000
2020-02-06,580.499,15.000,1852.838,,4.132,23.000,3.000,66.194,59.000,148.000,9776.534,85.000
2020-02-07,354.151,6.000,1761.815,,1.503,6.000,7.000,51.940,57.000,56.000,3507.231,78.000
2020-02-08,364.022,11.000,1801.168,,1.486,5.000,3.000,57.038,55.000,65.000,3503.849,86.000
2020-02-09,269.838,2.000,1737.828,,1.752,4.000,11.000,53.153,56.000,17.000,3968.000,86.000
2020-02-10,622.767,10.000,1795.550,,1.926,13.000,2.000,52.997,55.000,76.000,4621.066,86.000
2020-02-11,427.259,10.000,1803.656,,1.935,13.000,9.000,55.232,59.000,83.000,4656.000,95.500
2020-02-12,473.478,11.000,1808.070,,2.183,11.000,5.000,54.495,57.000,95.000,5322.299,95.000
2020-02-13,380.839,,1735.224,,0.420,,1.000,50.843,,,1057.000,
2020-02-14,541.467,5.000,1785.112,,2.749,24.000,6.000,56.171,69.000,66.000,6097.655,97.000
2020-02-15,435.681,3.000,1751.503,,1.363,8.000,6.000,60.041,,42.000,3396.000,79.000
2020-02-16,591.281,6.000,1781.900,,3.846,20.000,6.000,53.598,64.000,125.000,9691.000,88.000
2020-02-17,221.094,,1735.224,,0.539,,4.000,49.925,,,1147.000,
2020-02-18,441.897,9.000,1796.603,,1.876,16.000,6.000,50.188,55.000,64.000,4421.508,91.000
2020-02-19,437.825,14.000,1822.023,,2.455,27.000,6.000,53.285,57.000,99.000,5976.406,91.500
2020-02-20,352.089,2.000,1736.447,,1.157,4.000,8.000,51.533,,17.000,2545.000,
2020-02-21,369.737,6.000,1806.064,,1.522,3.000,3.000,56.753,71.000,40.000,3562.724,115.000
2020-02-22,458.910,10.000,1812.727,,3.164,21.000,7.000,59.267,58.000,114.000,7407.231,101.000
2020-02-23,508.799,12.000,1811.708,,3.178,21.000,9.000,56.224,55.000,117.000,7478.000,90.500
2020-02-24,635.489,12.000,1829.433,,2.551,10.000,5.000,60.126,59.000,118.000,6309.680,87.000
2020-02-25,593.224,16.000,1867.661,,3.132,40.000,5.000,56.473,53.000,120.000,8049.565,88.000
2020-02-26,403.304,14.000,1839.234,,0.998,2.000,1.000,55.954,57.000,45.000,2426.871,
2020-02-27,467.002,8.000,1801.418,,1.788,11.000,5.000,54.259,59.000,83.000,4747.505,
2020-02-28,529.703,6.000,1808.795,,2.571,10.000,10.000,97.958,89.000,86.000,6124.352,102.500
2020-02-29,601.765,15.000,1823.549,,5.622,49.000,5.000,75.070,62.000,164.000,12217.510,102.500
2020-03-01,685.147,9.000,1820.304,,7.725,38.000,4.000,55.112,57.000,212.000,18083.062,98.000
2020-03-02,814.384,10.000,1822.031,,5.101,40.000,2.000,57.179,58.000,152.000,11548.832,102.500
2020-03-03,660.029,12.000,1832.412,,3.609,40.000,8.000,58.491,59.000,131.000,8351.833,94.500
2020-03-04,719.344,9.000,1800.067,,3.725,23.000,24.000,56.543,56.000,89.000,8612.916,94.000
2020-03-05,767.317,12.000,1857.541,,4.329,56.000,14.000,59.494,56.000,131.000,10578.683,90.000
2020-03-06,674.803,11.000,1814.058,,5.103,40.000,17.802,59.107,57.000,92.000,11717.000,103.000
2020-03-07,811.617,7.000,1795.166,,5.602,37.000,13.198,61.271,55.000,150.000,13790.067,88.000
2020-03-08,611.058,2.000,1674.718,,3.508,43.000,3.000,54.291,,45.000,7787.575,101.000
2020-03-09,521.909,,1735.224,,2.271,,11.000,49.071,,,5500.000,
2020-03-10,914.233,8.000,1797.750,,4.490,57.000,13.000,54.319,58.000,133.000,10595.846,93.500
2020-03-11,713.905,14.000,1662.103,,6.295,56.000,6.000,56.428,57.000,173.000,14761.577,90.000
2020-03-12,609.346,8.000,667.560,,2.634,25.000,3.000,56.538,59.000,64.000,5039.000,85.500
2020-03-13,607.162,1.000,1659.139,,2.380,25.000,,52.088,,32.000,4506.000,90.000
2020-03-14,389.187,8.000,1691.885,,3.025,12.000,9.000,52.523,60.000,41.000,5748.000,84.000
2020-03-15,655.035,10.000,1783.004,,2.928,17.000,7.000,57.675,58.000,122.000,5630.000,100.000
2020-03-16,559.677,3.000,1751.165,,2.711,40.000,2.000,56.146,57.000,49.000,4989.000,
2020-03-17,338.667,,1735.224,,0.498,,,49.905,,,1028.000,
2020-03-18,706.989,5.000,1768.038,,4.484,5.000,5.000,51.558,61.000,27.000,9168.000,89.000
2020-03-19,317.364,,1723.240,,0.620,6.000,6.000,51.903,,,1227.000,
2020-03-20,46.052,,1722.141,,1.208,5.000,5.000,,,,2338.000,
2020-03-21,431.114,,1722.674,,0.759,5.000,7.000,54.971,,,1531.000,
2020-03-22,375.348,,379.249,,0.448,,3.000,53.124,,,894.000,
2020-03-23,329.838,,1606.632,,0.429,,1.000,51.605,,,909.000,
2020-03-24,539.741,,1606.632,,0.603,,4.000,53.186,,,1286.000,
2020-03-25,534.756,,1606.632,,3.544,,10.000,55.981,,,6789.000,
2020-03-26,612.855,,1606.632,,2.665,,9.000,59.520,,,5511.000,
2020-03-27,410.023,,1606.632,,3.868,,2.000,55.668,,,7572.000,
2020-03-28,495.100,,1606.632,,3.369,,,52.806,,,6245.000,
2020-03-29,551.311,2.000,1636.112,,2.050,23.000,7.000,52.846,,31.000,3877.000,119.000
2020-03-30,407.122,,1729.392,,1.485,,,54.413,,,3210.000,
2020-03-31,426.800,,1729.392,,1.301,,,52.822,,,2740.000,
2020-04-01,644.313,13.000,1821.725,,5.390,70.000,9.000,60.345,63.000,106.000,9985.195,106.000
2020-04-02,475.355,5.000,1752.938,,3.051,26.000,4.000,61.636,54.000,31.000,6109.000,100.000
2020-04-03,455.053,,1729.392,,4.360,,,56.195,,,8975.000,
2020-04-04,588.125,6.000,1766.464,,3.709,26.000,5.000,79.461,63.000,63.000,7190.000,101.000
2020-04-05,940.893,3.000,1739.672,,5.786,24.000,7.000,56.578,,48.000,11822.000,95.000
2020-04-06,696.587,10.000,1788.040,,4.245,56.000,3.000,60.764,56.000,97.000,7790.000,93.000
2020-04-07,745.146,2.000,1737.341,,4.950,27.000,6.000,56.304,,30.000,8166.000,106.000
2020-04-08,561.158,1.000,1731.164,,2.989,43.000,1.000,59.014,,45.000,4949.000,97.000
2020-04-09,540.997,,1729.392,,4.450,,9.000,56.563,,,8413.000,
2020-04-10,685.785,,1729.392,,3.183,,17.000,62.515,,,6789.000,
2020-04-11,794.741,12.000,1816.623,,6.415,32.000,17.000,61.887,57.000,121.000,10769.000,132.000
2020-04-12,448.254,1.000,1725.433,,0.967,7.000,6.000,54.557,,2.000,2129.745,
2020-04-13,633.946,2.000,926.797,,1.921,26.000,2.000,68.612,,29.000,3131.000,104.000
2020-04-14,454.299,,1084.183,,,,,53.521,,,,
2020-04-15,336.383,,1729.392,,0.084,,,54.008,,,169.000,
2020-04-16,473.658,,1729.392,,1.819,,4.000,57.192,,,3909.000,
2020-04-17,224.289,,1729.392,,0.101,,,56.005,,,207.000,
2020-04-18,391.384,,1729.392,,3.535,,,67.588,,,7334.000,
2020-04-19,698.867,,1729.392,,2.505,,8.000,54.515,,,5514.000,
2020-04-20,329.248,,1729.392,,1.799,,5.000,50.218,,,3920.000,
2020-04-21,694.985,2.000,1745.179,,4.658,52.000,9.000,58.103,,55.000,8674.000,95.000
2020-04-22,478.988,,1729.392,,3.143,,9.000,49.989,,,6579.000,
2020-04-23,521.961,,1729.392,,1.922,,12.000,51.422,,,4093.000,
2020-04-24,580.717,,1729.392,,3.983,,8.000,49.466,,,8430.000,
2020-04-25,618.959,,1729.392,,3.902,,9.000,55.067,,,8661.000,
2020-04-26,642.969,,1729.392,,8.151,,10.000,53.527,,,16972.000,
2020-04-27,695.999,,1729.392,,2.660,,8.000,51.424,,,5753.000,
2020-04-28,897.398,2.000,1737.115,,5.319,19.000,11.000,50.279,,22.000,9594.000,
2020-04-29,377.737,,1729.392,,1.319,,4.000,66.188,,,2873.000,
2020-04-30,575.824,,1729.392,,2.226,,18.000,56.080,,,4503.000,
2020-05-01,810.952,,1729.392,,5.327,,13.000,51.756,,,12107.000,
2020-05-02,8.903,,1729.392,,1.211,,,,,,2564.000,
2020-05-03,496.456,,1729.392,,9.206,,9.000,44.847,,,19038.000,
2020-05-04,463.035,1.000,1739.161,,3.120,32.000,10.496,51.004,,32.000,5673.000,98.000
2020-05-05,440.961,,1729.392,,1.913,,1.000,50.244,,,3373.000,
2020-05-06,400.882,,1729.392,,1.531,,3.000,57.768,,,2233.000,
2020-05-07,453.145,12.000,1816.267,,2.510,23.000,1.000,59.872,58.000,61.000,4440.370,99.500
2020-05-08,464.297,13.000,1803.827,,2.917,28.000,8.000,60.357,57.000,66.000,5209.000,103.000
2020-05-09,352.923,14.000,1797.715,,1.925,21.000,14.000,58.196,51.000,77.000,3465.000,98.000
2020-05-10,419.916,13.000,1806.973,,2.157,6.000,4.000,60.054,55.000,68.000,3999.000,118.000
2020-05-11,572.105,12.000,1830.622,,3.636,35.000,4.000,59.679,60.000,113.000,6466.000,131.000
2020-05-12,766.529,13.000,1848.171,,6.539,89.000,7.000,61.569,60.000,143.000,11755.000,104.000
2020-05-13,515.431,1.000,1734.416,,3.472,42.000,9.000,56.533,,39.000,6466.000,100.000
2020-05-14,507.825,,1729.392,,3.084,,3.000,50.764,,,6329.000,
2020-05-15,546.604,5.000,1771.498,,3.663,25.000,6.000,61.364,68.000,42.000,6682.000,97.000
2020-05-16,683.020,14.000,1876.164,,6.676,59.000,,62.739,57.000,165.000,12448.118,86.500
2020-05-17,512.909,5.000,1757.163,,3.329,34.000,9.000,57.024,52.000,54.000,6346.000,
2020-05-18,512.912,2.000,1743.503,,3.048,48.000,3.000,53.327,,49.000,5493.000,97.000
2020-05-19,590.872,,1729.042,,3.071,,4.000,49.570,,,5519.000,
2020-05-20,717.865,5.000,1787.674,,4.500,71.000,7.000,67.457,62.000,80.000,8230.000,89.000
2020-05-21,447.181,4.000,1750.084,,2.122,21.000,9.000,66.968,56.000,38.000,3783.250,99.000
2020-05-22,747.708,4.000,1740.644,,7.128,47.000,9.000,58.820,50.000,53.000,12719.305,97.000
2020-05-23,847.887,16.000,1839.920,,6.835,104.000,4.000,75.515,51.000,173.000,12874.695,98.000
2020-05-24,737.408,16.000,1870.944,,6.487,82.000,7.000,79.923,48.000,159.000,12017.966,93.000
2020-05-25,533.251,12.000,1825.664,,2.908,28.000,6.000,70.161,57.000,69.000,5223.034,110.000
2020-05-26,768.718,9.000,1784.480,,5.872,74.000,5.000,82.599,59.000,102.000,9748.000,101.000
2020-05-27,571.413,7.000,1780.768,,5.031,65.000,13.000,60.295,48.000,89.000,8131.000,101.000
2020-05-28,745.060,6.000,1764.124,,5.397,81.000,8.000,61.520,59.000,93.000,9527.000,97.000
2020-05-29,1145.862,15.000,1856.008,,10.112,134.000,17.000,85.226,52.000,193.000,16778.000,102.000
2020-05-30,726.240,12.000,1832.013,,4.650,54.000,4.000,62.767,50.000,141.000,8442.000,98.000
2020-05-31,721.166,19.000,1850.928,,6.200,62.000,11.000,70.941,53.000,200.000,11276.738,92.000
2020-06-01,135.588,8.000,1705.217,,1.574,3.000,2.000,52.318,45.000,20.000,3036.000,82.000
2020-06-02,546.314,10.000,1782.362,,2.361,26.000,4.000,50.860,44.000,56.000,4274.000,96.500
2020-06-03,757.926,12.000,1837.328,,6.751,82.000,17.000,57.616,50.000,131.000,11154.000,105.000
2020-06-04,620.759,9.000,1772.670,,4.062,53.000,4.000,55.282,46.000,85.000,6946.000,98.000
2020-06-05,773.747,12.000,1804.334,,6.233,84.000,9.000,79.456,44.000,107.000,10268.000,109.500
2020-06-06,1030.665,14.000,1857.160,,10.986,135.000,6.000,61.331,50.000,249.000,20189.000,103.000
2020-06-07,587.488,7.000,1786.191,,5.406,55.000,5.000,54.166,55.000,136.000,9949.000,
2020-06-08,586.095,11.000,1789.233,,4.372,57.000,3.000,57.868,51.000,83.000,7423.000,99.000
2020-06-09,394.163,3.000,1730.609,,1.710,25.000,7.000,56.358,43.000,31.000,3072.000,96.000
2020-06-10,597.623,10.000,1807.887,,4.781,39.000,9.000,59.415,58.000,72.000,6796.000,137.500
2020-06-11,540.082,4.000,1754.800,,4.008,35.000,8.000,56.171,47.000,43.000,7091.000,99.000
2020-06-12,618.995,3.000,1746.098,,3.377,23.000,10.000,54.843,58.000,28.000,5821.000,94.000
2020-06-13,770.747,14.000,1878.829,,6.700,79.000,7.000,58.214,47.000,212.000,11988.000,108.000
2020-06-14,671.308,13.000,1841.904,,5.592,54.000,5.000,59.099,48.000,116.000,9992.000,102.000
2020-06-15,202.904,1.000,1731.756,,1.612,23.000,7.000,60.494,,26.000,2927.000,94.000
2020-06-16,571.043,6.000,1771.865,4.486,3.099,38.000,14.000,54.636,56.000,60.000,5152.000,89.000
2020-06-17,610.294,10.000,1777.677,,6.029,71.000,11.000,79.298,49.000,111.000,9439.000,96.000
2020-06-18,408.607,8.000,1777.939,,3.667,52.000,7.000,66.223,49.000,78.000,6589.000,100.000
2020-06-19,740.724,11.000,1811.894,,5.724,76.000,16.000,55.432,45.000,157.000,9846.000,110.000
2020-06-20,717.124,12.000,1840.957,,7.199,63.000,11.000,80.593,64.000,170.000,13280.337,94.000
2020-06-21,320.041,9.000,1791.626,,2.444,22.000,16.601,61.180,58.000,62.000,4421.800,
2020-06-22,396.636,8.000,1774.801,,4.424,62.000,2.000,55.040,48.000,87.000,7978.000,90.000
2020-06-23,182.045,2.000,1733.429,,2.367,23.000,9.000,54.871,42.000,30.000,4103.000,90.000
2020-06-24,169.397,5.000,1753.308,,1.932,11.000,6.000,74.650,59.000,32.000,3467.000,82.000
2020-06-25,636.808,6.000,1786.355,5.149,4.636,86.000,10.000,102.755,65.000,106.000,8077.000,104.000
2020-06-26,605.020,9.000,1780.486,,5.242,59.000,4.000,75.056,50.000,111.000,9556.868,99.000
2020-06-27,492.084,12.000,1806.910,,4.796,15.000,5.000,70.361,52.000,146.000,9241.751,100.000
2020-06-28,206.978,6.000,1763.255,,2.080,5.000,,58.521,50.000,57.000,3956.000,
2020-06-29,351.396,3.000,1736.676,,2.492,28.000,7.000,58.805,43.000,40.000,3839.000,97.000
2020-06-30,731.897,14.000,1844.021,,6.142,74.000,8.000,63.588,64.000,138.000,10434.000,95.000
2020-07-01,659.849,7.000,1808.638,,6.472,89.000,7.260,60.624,48.000,115.000,11061.000,103.000
2020-07-02,685.875,13.000,1847.406,,5.217,67.000,2.000,61.351,47.000,132.000,9329.000,104.000
2020-07-03,810.547,15.000,1865.686,,7.193,72.000,19.000,66.466,49.000,184.000,11665.000,98.000
2020-07-04,455.404,18.000,1818.613,,2.987,26.762,11.889,64.762,53.000,132.000,5384.000,103.000
2020-07-05,610.750,10.000,1792.686,,5.555,57.238,6.111,59.602,51.000,119.000,10261.000,98.000
2020-07-06,881.649,13.000,1842.984,,10.033,104.000,4.000,58.884,46.000,211.000,18223.000,103.000
2020-07-07,346.797,11.000,1808.668,,2.292,20.000,7.000,51.444,46.000,70.000,4092.000,85.000
2020-07-08,647.383,16.000,1824.050,,4.844,48.000,10.000,55.599,45.000,110.000,7752.000,85.000
2020-07-09,857.396,13.000,1808.776,,3.771,66.000,4.000,65.559,47.000,109.000,6673.808,125.000
2020-07-10,783.004,12.000,1827.640,,7.482,88.000,5.000,67.234,49.000,163.000,13850.000,122.000
2020-07-11,604.875,15.000,1842.710,,6.587,20.000,1.000,56.748,49.000,197.000,12409.058,
2020-07-12,580.103,9.000,1733.387,,3.183,33.000,4.000,58.426,50.000,80.000,5854.942,100.000
2020-07-13,627.426,11.000,1827.097,,4.886,67.000,12.000,59.574,47.000,98.000,8589.000,99.000
2020-07-14,850.854,11.000,1848.738,,7.626,111.000,2.000,63.406,50.000,169.000,14015.000,104.000
2020-07-15,439.970,12.000,1801.039,,2.864,27.000,3.000,58.538,50.000,80.000,5215.000,109.000
2020-07-16,827.750,11.000,1809.729,,6.926,102.000,10.000,56.891,42.000,145.000,12398.000,94.000
2020-07-17,724.765,15.000,1837.320,2.506,5.229,69.000,18.000,60.585,45.000,138.000,8880.827,90.000
2020-07-18,666.425,11.000,1797.865,,5.929,89.000,10.000,60.553,49.000,120.000,10759.000,99.000
2020-07-19,599.985,15.000,1845.150,,4.988,61.000,10.000,56.100,45.000,168.000,9024.000,87.000
2020-07-20,880.500,15.000,1813.948,,4.646,99.000,5.000,61.269,48.000,139.000,8504.000,95.000
2020-07-21,619.084,14.000,1819.328,,5.263,61.000,6.000,56.026,44.000,117.000,8867.000,92.000
2020-07-22,379.973,11.000,1780.433,,2.843,34.000,6.000,52.293,44.000,78.000,5118.000,92.000
2020-07-23,840.742,13.000,1830.438,,7.650,91.000,4.000,61.346,45.000,181.000,12951.000,98.000
2020-07-24,981.947,12.000,1851.118,,10.200,102.000,13.000,62.231,48.000,223.000,19151.000,98.000
2020-07-25,1006.022,14.000,1865.268,,12.153,121.000,8.000,70.184,64.000,292.000,22896.138,99.000
2020-07-26,553.195,9.000,1781.072,,5.117,78.000,12.000,59.517,47.000,118.000,9307.862,102.000
2020-07-27,666.858,13.000,1813.197,,5.518,72.000,5.000,58.375,45.000,136.000,9813.000,98.000
2020-07-28,623.718,13.000,1836.433,,5.224,59.000,9.000,59.594,48.000,162.000,9544.000,89.000
2020-07-29,903.498,11.000,1828.216,,8.721,127.000,15.000,61.427,46.000,193.000,16268.000,101.000
2020-07-30,528.181,13.000,1874.643,,3.940,37.000,6.000,56.576,46.000,102.000,7452.000,98.000
2020-07-31,569.302,10.000,1808.806,,4.900,63.000,17.000,65.482,56.000,109.000,9483.000,88.000
2020-08-01,415.613,14.000,1848.267,,2.648,13.000,10.000,58.321,55.000,88.000,5032.000,99.000
2020-08-02,496.379,14.000,1876.948,,3.959,18.000,1.000,54.714,45.000,112.000,7625.339,82.000
2020-08-03,489.834,11.000,1797.330,,4.100,53.000,6.000,58.567,48.000,113.000,7379.000,102.000
2020-08-04,551.053,15.000,1808.953,,4.503,61.000,9.000,55.961,44.000,117.000,8321.000,95.000
2020-08-05,530.039,12.000,1803.262,,4.630,58.000,6.000,56.420,48.000,115.000,8778.000,85.000
2020-08-06,642.377,10.000,1814.886,,6.280,77.000,5.000,59.301,47.000,151.000,11789.000,92.000
2020-08-07,568.046,12.000,1823.357,,5.469,48.000,1.000,61.129,47.000,142.000,10390.000,112.000
2020-08-08,650.053,14.000,1846.628,2.454,5.396,26.000,4.000,57.828,45.000,182.000,10599.000,98.000
2020-08-09,218.424,11.000,1779.409,,1.113,1.000,,54.995,47.000,45.000,2125.508,96.000
2020-08-10,404.860,12.000,1810.191,,3.023,52.000,6.000,54.300,45.000,84.000,5770.000,96.000
2020-08-11,623.644,14.000,1809.304,,5.725,129.000,9.565,59.057,48.000,143.000,10329.000,96.000
2020-08-12,735.421,9.000,1820.195,,6.802,94.000,6.000,56.871,45.000,186.000,12600.000,91.000
2020-08-13,847.213,15.000,1873.750,,4.992,68.000,,61.711,45.000,135.000,9249.000,100.000
2020-08-14,561.956,11.000,1810.964,,4.272,69.000,,61.459,49.000,121.000,8039.000,88.000
2020-08-15,947.171,12.000,1818.578,,6.313,116.000,,59.171,45.000,202.000,11809.000,90.000
2020-08-16,612.878,14.000,1816.849,,5.711,72.000,4.000,60.040,48.000,136.000,10431.000,100.000
2020-08-17,803.755,12.000,1820.630,,5.006,84.000,3.000,59.278,45.000,142.000,8601.000,91.000
2020-08-18,322.570,9.000,1805.510,,1.946,27.000,7.000,53.508,47.000,61.000,3623.000,83.000
2020-08-19,698.121,12.000,1829.829,,6.142,79.000,4.000,57.481,46.000,174.000,10769.000,88.000
2020-08-20,747.144,15.000,1837.384,,6.016,76.000,9.000,58.911,47.000,163.000,11001.000,91.000
2020-08-21,530.723,11.000,1836.649,,3.463,13.000,1.000,54.804,45.000,111.000,6528.000,124.000
2020-08-22,680.504,10.000,1826.223,,4.484,24.000,,68.628,69.500,122.000,7892.000,99.500
2020-08-23,392.896,10.000,1777.476,,2.230,11.000,8.000,67.573,53.000,65.000,4236.337,99.500
2020-08-24,622.834,15.000,1877.690,,5.249,25.000,12.833,65.204,66.000,225.000,9740.000,113.000
2020-08-25,315.513,11.000,1789.039,,2.145,7.000,1.000,71.022,,59.000,4003.000,
2020-08-26,615.256,14.000,1834.262,,5.947,70.000,3.000,56.414,52.000,148.000,10750.632,91.000
2020-08-27,698.580,13.000,1810.981,6.010,4.117,66.000,,58.640,45.000,122.000,7427.000,90.000
2020-08-28,811.473,16.000,1864.628,,7.792,96.000,9.000,60.904,45.000,170.000,14051.000,97.000
2020-08-29,412.729,15.000,1837.267,,2.690,9.000,4.000,55.687,50.000,104.000,4947.654,82.500
2020-08-30,529.340,14.000,1825.987,,5.800,12.000,1.000,52.815,46.000,207.000,11002.571,82.000
2020-08-31,844.223,8.000,1812.472,,4.229,38.000,24.000,55.509,47.000,161.000,7825.000,
2020-09-01,1029.559,3.000,709.468,,8.353,38.000,11.000,61.760,50.000,58.000,13838.000,96.000
2020-09-02,485.568,,,,2.345,,2.000,55.319,,,4405.000,
2020-09-03,434.591,4.000,1580.767,,2.226,14.000,4.000,52.430,48.000,43.000,4013.000,90.500
2020-09-04,570.557,14.000,1807.017,,4.999,45.000,4.000,56.311,47.000,148.000,9256.189,96.000
2020-09-05,559.854,15.000,1824.974,,4.966,48.000,10.000,59.852,50.000,152.000,9038.000,99.000
2020-09-06,703.305,13.000,1815.367,,5.193,53.000,32.000,61.325,48.000,138.000,8157.000,95.000
2020-09-07,606.912,3.000,1652.595,,4.362,2.000,13.000,52.826,46.000,16.000,7940.000,
2020-09-08,653.751,11.000,1754.373,6.260,2.706,51.000,8.000,56.790,49.000,117.000,4878.000,85.000
2020-09-09,600.427,14.000,1824.871,3.116,3.707,43.000,4.000,57.061,44.000,154.000,6522.745,89.000
2020-09-10,737.377,13.000,1840.716,,6.114,89.000,16.000,55.807,48.000,162.000,10938.000,98.000
2020-09-11,989.511,17.000,1879.717,6.046,8.438,126.000,14.000,63.262,45.000,190.000,15292.183,98.000
2020-09-12,482.133,11.000,1808.959,,3.726,47.000,12.000,67.070,56.000,99.000,6855.118,117.000
2020-09-13,553.662,13.000,1827.154,,3.726,35.000,13.000,55.531,48.000,133.000,6987.000,92.500
2020-09-14,637.410,14.000,1814.589,2.940,4.498,50.000,8.000,54.762,46.000,155.000,8275.000,84.000
2020-09-15,735.696,7.000,1721.855,7.614,2.697,41.000,10.000,55.790,45.000,79.000,5181.000,69.000
2020-09-16,736.516,16.000,1839.121,7.195,4.433,65.000,8.000,60.403,44.000,163.000,7710.775,118.000
2020-09-17,566.138,14.000,1832.920,2.840,3.167,46.000,13.000,53.331,47.000,109.000,5983.000,91.000
2020-09-18,681.473,15.000,1827.758,2.801,4.535,59.000,16.000,58.874,44.000,170.000,7920.000,104.000
